TimesH,Frame,NoMissing,2,2,10,10,11,11,34,34,35,35,39,39,40,40,42,42,47,47,49,49,52,52,54,54,55,55,57,57,59,59,109,109,111,111,113,113,114,114,115,115,123,123,127,127,133,133,135,135,140,140,141,141,143,143,144,144,146,146,148,148,149,149,152,152,155,155,156,156,157,157,158,158,160,160,161,161,164,164,166,166,168,168,169,169,173,173,176,176,178,178,179,179,185,185,187,187,189,189,191,191,194,194,195,195,197,197,204,204,205,205,207,207,212,212,213,213,214,214,215,215,216,216,217,217,218,218,222,222,224,224,225,225,228,228,231,231,232,232,233,233,264,264,265,265,268,268,269,269,271,271,272,272,273,273,276,276,279,279,280,280,284,284,290,290,297,297,300,300,301,301,369,369,383,383,467,467,475,475,503,503,642,642,664,664,734,734
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
313.0,1252.0,,256.38599999999997,101.95700000000001,280.73,94.775,133.232,95.195,231.668,118.02799999999999,91.196,118.038,196.935,114.413,218.92700000000002,112.038,86.236,112.14399999999999,278.918,131.029,154.269,128.496,126.902,127.781,245.327,126.993,237.375,125.212,139.345,123.484,216.3,123.0,103.324,164.093,63.793,163.805,147.995,163.395,126.20299999999999,162.69899999999998,111.171,162.533,87.956,160.134,121.712,168.90900000000002,241.429,166.88400000000001,291.008,166.146,154.72899999999998,175.804,107.274,175.10299999999998,114.624,174.071,49.86600000000001,174.49,145.046,173.12,34.923,171.63099999999997,301.061,171.19299999999998,228.452,170.6,280.855,180.22,231.97400000000002,180.563,226.398,179.697,149.584,179.517,86.863,178.622,61.016000000000005,178.99400000000003,130.929,178.075,305.635,177.294,72.64399999999999,176.91099999999997,274.105,175.753,204.813,137.534,236.981,135.834,88.726,136.153,255.446,134.918,160.078,133.03,272.703,143.967,161.16299999999998,143.536,111.41799999999999,143.857,293.476,141.876,127.885,142.409,220.895,141.286,151.725,151.95600000000002,142.387,150.751,245.613,148.721,100.045,147.262,93.544,146.835,298.661,146.276,80.583,145.52,280.94599999999997,145.513,225.562,144.78,304.914,158.586,75.855,156.519,239.82299999999998,155.596,231.202,156.27200000000002,163.62,153.907,254.928,153.5,207.18200000000002,153.138,262.66200000000003,151.689,288.664,186.875,277.538,185.33599999999998,97.012,184.235,116.555,182.63099999999997,299.892,182.22099999999998,254.771,181.75599999999997,51.523,182.47,93.383,195.46900000000002,103.43799999999999,193.998,74.324,193.53799999999998,124.66,192.21,261.319,188.59900000000002,67.565,200.519,146.77,199.127,136.102,198.45,320.909,180.31,58.81100000000001,132.67700000000002,,,,,,,,,,,,
313.25,1253.0,,256.368,101.948,280.728,94.774,133.165,95.185,231.69099999999997,118.06299999999999,91.20299999999999,118.044,196.96099999999998,114.415,218.919,112.02600000000001,86.236,112.137,278.914,131.018,154.266,128.47799999999998,126.897,127.785,245.30599999999998,126.994,237.38299999999998,125.20700000000001,139.516,123.611,216.296,122.98100000000001,103.302,164.09599999999998,63.818000000000005,163.819,147.985,163.376,126.184,162.708,111.20700000000001,162.531,87.943,160.127,121.719,168.975,241.417,166.87,291.008,166.143,154.749,175.775,107.271,175.107,114.639,174.062,49.879,174.483,145.056,173.101,34.949,171.68400000000003,301.062,171.201,228.435,170.602,280.79400000000004,180.166,231.995,180.57299999999998,226.38,179.729,149.602,179.51,86.821,178.637,61.016000000000005,178.981,130.941,178.07,305.64099999999996,177.301,72.65100000000001,176.90599999999998,274.092,175.75099999999998,204.791,137.51,237.03599999999997,135.753,88.71,136.164,255.451,134.931,160.067,133.032,272.716,143.994,161.122,143.569,111.389,143.857,293.468,141.879,127.87799999999999,142.387,220.875,141.283,151.755,151.982,142.439,150.732,245.613,148.71200000000002,100.054,147.27,93.51899999999999,146.833,298.657,146.291,80.587,145.516,280.942,145.524,225.56099999999998,144.773,304.91200000000003,158.593,75.866,156.506,239.81400000000002,155.605,231.196,156.26,163.592,153.895,254.925,153.49200000000002,207.165,153.14600000000002,262.656,151.661,288.673,186.87599999999998,277.52,185.347,97.03299999999999,184.21099999999998,116.51299999999999,182.642,299.88599999999997,182.23,254.75099999999998,181.745,51.523999999999994,182.47799999999998,93.39299999999999,195.476,103.465,193.968,74.318,193.528,124.67399999999999,192.217,261.324,188.605,67.54899999999999,200.519,146.773,199.13400000000001,136.118,198.42700000000002,320.91200000000003,180.267,58.768,132.657,,,,,,,,,,,,
313.5,1254.0,,256.367,101.944,280.694,94.77600000000001,133.215,95.177,231.66299999999998,117.991,91.184,118.06200000000001,196.97099999999998,114.411,218.919,112.023,86.21700000000001,112.137,278.91900000000004,131.009,154.29,128.472,126.89299999999999,127.794,245.29,126.979,237.40200000000002,125.191,139.489,123.60799999999999,216.30599999999998,122.98200000000001,103.3,164.08599999999998,63.797,163.832,147.95600000000002,163.444,126.169,162.703,110.961,162.483,87.945,160.129,121.71700000000001,168.96900000000002,241.417,166.852,291.006,166.14,154.75,175.74099999999999,107.23700000000001,175.076,114.65100000000001,174.065,49.882,174.484,145.033,173.107,34.925,171.705,301.059,171.21599999999998,228.475,170.72099999999998,280.659,180.03099999999998,232.033,180.551,226.389,179.72299999999998,149.611,179.516,86.844,178.65900000000002,61.018,178.985,130.884,178.05200000000002,305.64099999999996,177.301,72.67699999999999,176.896,274.091,175.75599999999997,204.793,137.523,237.075,135.749,88.711,136.186,255.46099999999998,134.924,160.039,133.036,272.716,144.002,161.02700000000002,143.636,111.39,143.862,293.459,141.899,127.863,142.39600000000002,220.87400000000002,141.297,151.804,152.018,142.447,150.735,245.604,148.72899999999998,100.031,147.248,93.55,146.842,298.672,146.305,80.602,145.528,280.945,145.533,225.567,144.773,304.907,158.6,75.86,156.499,239.822,155.612,231.173,156.245,163.602,153.889,254.925,153.485,207.14,153.15,262.617,151.67700000000002,288.665,186.87900000000002,277.527,185.359,97.04799999999999,184.195,116.42399999999999,182.675,299.884,182.233,254.747,181.739,51.533,182.483,93.368,195.48,103.441,193.98,74.31,193.52599999999998,124.684,192.22299999999998,261.312,188.612,67.555,200.52700000000002,146.76,199.104,136.13299999999998,198.398,320.954,180.15099999999998,,,,,,,,,,,,,,
313.75,1255.0,,256.377,101.932,280.683,94.77,133.224,95.17399999999999,231.69099999999997,117.973,91.195,118.086,196.975,114.413,218.916,112.012,86.212,112.13799999999999,278.913,131.004,154.265,128.485,126.89299999999999,127.805,245.28799999999998,126.959,237.424,125.175,139.459,123.61,216.31400000000002,122.986,103.264,164.093,63.795,163.83700000000002,147.963,163.441,126.166,162.69,110.85700000000001,162.441,87.93700000000001,160.127,121.719,169.072,241.40900000000002,166.83700000000002,290.996,166.14700000000002,154.74,175.78099999999998,107.265,175.13099999999997,114.68,174.062,49.873999999999995,174.477,145.064,173.074,34.929,171.68900000000002,301.073,171.218,228.52900000000002,170.695,280.594,179.965,232.044,180.558,226.358,179.725,149.639,179.50400000000002,86.846,178.673,61.023,179.003,130.83,178.024,305.633,177.30200000000002,72.71300000000001,176.912,274.08799999999997,175.766,204.83599999999998,137.578,237.071,135.761,88.694,136.171,255.472,134.937,160.02200000000002,133.05700000000002,272.723,144.02,161.011,143.645,111.396,143.864,293.432,141.909,127.85,142.398,220.872,141.326,151.781,152.023,142.452,150.739,245.609,148.752,100.01899999999999,147.25,93.595,146.862,298.67,146.328,80.61,145.497,280.953,145.533,225.582,144.75799999999998,304.904,158.6,75.875,156.489,239.827,155.594,231.18599999999998,156.254,163.624,153.892,254.925,153.486,207.135,153.145,262.59,151.696,288.676,186.878,277.519,185.37,97.05799999999999,184.174,116.54700000000001,182.66099999999997,299.846,182.257,254.73,181.72799999999998,51.531000000000006,182.47799999999998,93.38600000000001,195.479,103.42299999999999,193.99599999999998,74.313,193.52200000000002,124.698,192.213,261.324,188.62,67.554,200.52,146.746,199.102,136.102,198.435,321.089,180.139,,,,,,,,,,,,,,
314.0,1256.0,,256.39,101.93799999999999,280.718,94.779,133.255,95.182,231.783,118.025,91.197,118.075,197.002,114.395,218.915,111.99,86.20700000000001,112.137,278.92,130.998,154.267,128.489,126.89,127.81299999999999,245.285,126.955,237.429,125.167,139.252,123.49,216.327,122.985,103.25299999999999,164.08599999999998,63.813,163.829,148.004,163.501,126.146,162.67,111.01,162.459,87.919,160.122,121.73200000000001,169.114,241.399,166.838,290.986,166.142,154.7,175.773,107.279,175.192,114.66799999999999,174.045,49.873000000000005,174.476,145.085,173.081,34.976,171.66400000000002,301.064,171.222,228.574,170.79,280.61,179.975,232.053,180.56099999999998,226.345,179.71200000000002,149.659,179.512,86.87,178.68,61.016000000000005,179.013,130.749,178.00599999999997,305.631,177.313,72.733,176.91299999999998,274.086,175.77599999999998,204.857,137.6,237.018,135.819,88.684,136.167,255.477,134.955,159.997,133.039,272.72700000000003,144.033,160.92600000000002,143.71200000000002,111.4,143.864,293.406,141.912,127.829,142.398,220.86599999999999,141.341,151.817,152.02100000000002,142.37,150.64600000000002,245.59799999999998,148.761,100.0,147.251,93.641,146.88,298.665,146.34,80.613,145.487,280.966,145.543,225.62,144.766,304.894,158.596,75.88,156.474,239.81,155.586,231.255,156.267,163.62,153.898,254.924,153.504,207.12400000000002,153.142,262.69,151.657,288.676,186.88099999999997,277.55,185.356,97.075,184.15200000000002,116.45200000000001,182.71599999999998,299.839,182.27,254.72299999999998,181.731,51.531000000000006,182.489,93.389,195.47799999999998,103.39,194.02599999999998,74.303,193.514,124.71600000000001,192.215,261.315,188.62599999999998,67.54899999999999,200.53,146.753,199.102,136.085,198.452,321.053,180.14700000000002,,,,,,,,,,,,,,
314.25,1257.0,,256.383,101.93,280.718,94.764,133.197,95.17399999999999,231.842,118.041,91.196,118.102,196.988,114.385,218.92700000000002,112.00399999999999,86.22200000000001,112.131,278.921,130.993,154.273,128.503,126.889,127.81299999999999,245.27700000000002,126.946,237.437,125.162,139.391,123.624,216.31400000000002,122.98,103.214,164.047,63.81,163.827,148.02700000000002,163.526,126.126,162.67,111.08,162.474,87.912,160.129,121.743,169.109,241.38299999999998,166.81900000000002,290.974,166.139,154.665,175.774,107.307,175.282,114.66799999999999,174.03900000000002,49.89,174.479,145.093,173.06099999999998,34.936,171.683,301.036,171.235,228.514,170.74400000000003,280.527,179.91,232.101,180.517,226.34400000000002,179.717,149.655,179.5,86.891,178.671,61.021,179.016,130.681,177.988,305.643,177.33700000000002,72.723,176.896,274.09,175.78099999999998,204.862,137.575,237.03900000000002,135.80100000000002,88.678,136.14,255.46599999999998,134.95600000000002,159.988,133.037,272.732,144.056,160.908,143.696,111.40899999999999,143.871,293.422,141.89600000000002,127.811,142.436,220.858,141.335,151.844,152.063,142.30200000000002,150.641,245.584,148.766,99.98700000000001,147.233,93.675,146.908,298.665,146.349,80.613,145.488,280.94599999999997,145.561,225.609,144.77,304.888,158.601,75.885,156.468,239.80200000000002,155.57399999999998,231.25400000000002,156.249,163.618,153.899,254.929,153.50799999999998,207.149,153.14600000000002,262.738,151.64700000000002,288.686,186.87900000000002,277.543,185.35299999999998,97.09200000000001,184.127,116.309,182.798,299.85200000000003,182.263,254.718,181.732,51.531000000000006,182.497,93.369,195.487,103.361,194.046,74.283,193.511,124.728,192.213,261.283,188.628,67.547,200.525,146.747,199.105,136.092,198.46200000000002,321.033,180.141,58.623999999999995,132.545,,,,,,,,,,,,
314.5,1258.0,,256.38,101.917,280.722,94.77,133.22799999999998,95.2,231.859,118.07600000000001,91.198,118.10799999999999,196.97299999999998,114.385,218.92700000000002,111.99799999999999,86.133,112.132,278.921,131.003,154.29399999999998,128.50799999999998,126.89200000000001,127.822,245.27,126.91799999999999,237.44099999999997,125.161,139.374,123.641,216.32,122.98299999999999,103.199,164.053,63.827,163.833,148.082,163.507,126.115,162.662,111.071,162.466,87.899,160.126,121.744,169.08900000000003,241.375,166.817,290.969,166.138,154.64700000000002,175.778,107.31200000000001,175.27700000000002,114.664,174.03099999999998,49.891000000000005,174.487,145.088,173.072,34.953,171.72799999999998,301.03700000000003,171.25099999999998,228.62,170.831,280.515,179.926,232.235,180.422,226.321,179.715,149.64600000000002,179.53,86.882,178.668,61.018,179.02200000000002,130.697,178.00099999999998,305.621,177.34400000000002,72.72,176.898,274.091,175.78400000000002,204.87900000000002,137.565,237.045,135.766,88.676,136.123,255.46099999999998,134.95,159.987,133.031,272.738,144.059,160.844,143.763,111.383,143.872,293.435,141.924,127.795,142.453,220.865,141.33100000000002,151.86,152.05100000000002,142.405,150.654,245.597,148.764,99.999,147.265,93.65899999999999,146.908,298.659,146.368,80.618,145.489,280.94,145.559,225.646,144.757,304.88,158.60399999999998,75.884,156.471,239.80200000000002,155.553,231.25400000000002,156.255,163.629,153.91899999999998,254.925,153.501,207.138,153.155,262.809,151.628,288.688,186.877,277.552,185.358,97.11200000000001,184.102,116.213,182.851,299.853,182.275,254.71099999999998,181.737,51.523,182.507,93.37700000000001,195.498,103.359,194.045,74.274,193.505,124.727,192.213,261.288,188.62900000000002,67.59899999999999,200.542,146.763,199.11900000000003,136.086,198.481,321.247,180.09599999999998,59.346000000000004,132.408,,,,,,,,,,,,
314.75,1259.0,,256.367,101.904,280.711,94.76700000000001,133.213,95.223,231.928,118.06200000000001,91.197,118.117,196.958,114.375,218.933,111.973,86.131,112.12899999999999,278.91200000000003,131.0,154.30700000000002,128.472,126.899,127.831,245.25599999999997,126.916,237.44099999999997,125.116,139.391,123.625,216.332,122.992,103.205,164.047,63.843999999999994,163.834,148.09799999999998,163.512,126.12100000000001,162.657,111.13799999999999,162.485,87.882,160.13,121.74,169.146,241.37400000000002,166.8,290.966,166.149,154.653,175.735,107.335,175.33599999999998,114.65299999999999,174.033,49.907,174.485,145.088,173.083,34.977,171.703,301.035,171.261,228.695,170.924,280.517,179.891,232.298,180.354,226.332,179.71200000000002,149.681,179.56,86.91,178.65599999999998,61.016000000000005,179.019,130.688,177.97799999999998,305.64,177.34599999999998,72.723,176.895,274.089,175.78900000000002,204.90200000000002,137.57299999999998,236.99,135.761,88.70200000000001,136.115,255.453,134.954,159.986,133.028,272.73,144.061,160.736,143.839,111.375,143.877,293.41700000000003,141.922,127.80799999999999,142.437,220.87,141.339,151.868,152.065,142.399,150.592,245.61599999999999,148.749,100.007,147.266,93.65700000000001,146.903,298.643,146.382,80.637,145.487,280.921,145.55200000000002,225.64700000000002,144.759,304.874,158.606,75.876,156.459,239.801,155.531,231.28799999999998,156.259,163.655,153.921,254.937,153.491,207.109,153.15200000000002,262.927,151.62,288.69599999999997,186.873,277.54400000000004,185.385,97.115,184.114,116.169,182.868,299.86400000000003,182.28599999999997,254.72,181.72099999999998,51.618,182.481,93.383,195.488,103.348,194.077,74.278,193.5,124.73100000000001,192.222,261.284,188.61900000000003,67.60300000000001,200.58900000000003,146.778,199.107,136.116,198.475,321.144,180.168,58.977,132.281,,,,,,,,,,,,
315.0,1260.0,,256.319,101.902,280.73400000000004,94.759,133.197,95.23299999999999,232.014,118.083,91.194,118.12299999999999,196.972,114.39299999999999,218.94299999999998,111.97399999999999,86.14,112.13,278.91900000000004,130.998,154.317,128.459,126.906,127.83,245.25099999999998,126.93,237.46,125.104,139.377,123.62700000000001,216.324,122.99700000000001,103.15899999999999,164.06400000000002,63.841,163.84099999999998,148.106,163.504,126.118,162.626,111.111,162.482,87.87899999999999,160.131,121.741,169.09599999999998,241.378,166.803,290.952,166.14700000000002,154.631,175.731,107.337,175.355,114.601,174.014,49.909,174.479,145.099,173.072,34.961999999999996,171.713,301.026,171.265,228.666,170.894,280.531,179.882,232.3,180.365,226.29,179.738,149.651,179.55700000000002,86.891,178.68200000000002,61.019,179.02599999999998,130.65,177.975,305.64099999999996,177.36900000000003,72.755,176.892,274.09,175.795,204.918,137.599,236.99599999999998,135.75799999999998,88.681,136.116,255.452,134.953,159.976,133.055,272.73400000000004,144.063,160.683,143.875,111.363,143.876,293.41700000000003,141.899,127.809,142.412,220.861,141.339,151.875,152.072,142.368,150.609,245.613,148.736,100.02600000000001,147.269,93.682,146.911,298.63599999999997,146.38299999999998,80.641,145.499,280.949,145.554,225.64,144.765,304.871,158.606,75.874,156.441,239.797,155.53,231.372,156.281,163.658,153.918,254.933,153.488,207.108,153.166,262.971,151.637,288.683,186.87599999999998,277.504,185.41299999999998,97.12299999999999,184.107,116.193,182.838,299.877,182.293,254.734,181.71599999999998,51.622,182.487,93.367,195.488,103.352,194.083,74.282,193.495,124.755,192.22799999999998,261.27099999999996,188.623,67.604,200.608,146.787,199.12099999999998,136.135,198.457,321.018,180.168,59.077,132.289,,,,,,,,,,,,
315.25,1261.0,,256.318,101.876,280.752,94.75299999999999,133.167,95.21,231.99099999999999,118.105,91.178,118.14,196.97099999999998,114.37899999999999,218.94299999999998,111.95700000000001,86.139,112.13799999999999,278.92,130.983,154.31799999999998,128.42,126.90700000000001,127.83,245.245,126.927,237.463,125.102,139.36700000000002,123.601,216.34900000000002,123.025,103.14399999999999,164.062,63.852,163.845,148.088,163.47799999999998,126.109,162.615,110.991,162.46,87.90100000000001,160.134,121.73700000000001,169.144,241.37900000000002,166.798,290.948,166.15200000000002,154.63,175.74599999999998,107.329,175.338,114.588,173.997,49.923,174.47299999999998,145.101,173.06900000000002,34.984,171.727,301.002,171.27200000000002,228.79,171.00900000000001,280.547,179.87099999999998,232.285,180.382,226.24900000000002,179.74400000000003,149.665,179.572,86.902,178.69299999999998,61.018,179.03400000000002,130.64700000000002,177.989,305.66900000000004,177.368,72.75399999999999,176.898,274.099,175.796,204.922,137.595,236.998,135.78,88.686,136.129,255.44099999999997,134.942,159.945,133.05,272.735,144.07,160.69899999999998,143.905,111.359,143.881,293.403,141.866,127.8,142.477,220.847,141.345,151.928,152.109,142.345,150.644,245.579,148.744,100.054,147.265,93.693,146.939,298.619,146.39700000000002,80.665,145.498,280.966,145.566,225.615,144.766,304.871,158.609,75.883,156.428,239.801,155.55100000000002,231.42700000000002,156.289,163.681,153.918,254.924,153.495,207.09400000000002,153.171,263.026,151.624,288.67,186.896,277.47,185.484,97.134,184.077,116.12299999999999,182.87599999999998,299.856,182.294,254.737,181.702,51.622,182.495,93.351,195.488,103.35,194.092,74.28399999999999,193.50599999999997,124.76700000000001,192.22799999999998,261.291,188.641,67.60300000000001,200.612,146.79,199.118,136.208,198.44400000000002,321.111,180.169,59.168,132.31799999999998,,,,,,,,,,,,
315.5,1262.0,,256.317,101.891,280.754,94.736,133.138,95.21799999999999,231.989,118.111,91.16,118.15899999999999,196.956,114.359,218.93400000000003,111.95100000000001,86.145,112.137,278.921,130.985,154.297,128.388,126.899,127.84200000000001,245.238,126.921,237.493,125.08200000000001,139.329,123.58200000000001,216.357,123.04,103.12899999999999,164.049,63.845,163.858,148.105,163.49,126.09200000000001,162.58700000000002,110.959,162.469,87.895,160.141,121.734,169.13,241.37599999999998,166.79,290.939,166.157,154.632,175.757,107.3,175.308,114.545,173.972,49.918,174.468,145.097,173.08900000000003,34.967,171.674,300.994,171.28799999999998,228.77900000000002,171.048,280.54400000000004,179.858,232.253,180.398,226.24900000000002,179.762,149.687,179.58,86.87799999999999,178.71599999999998,61.016000000000005,179.03099999999998,130.709,178.017,305.68,177.39700000000002,72.768,176.9,274.09,175.803,204.919,137.597,236.924,135.8,88.714,136.13299999999998,255.42,134.923,159.928,133.054,272.731,144.079,160.705,143.908,111.344,143.895,293.394,141.908,127.74600000000001,142.643,220.84599999999998,141.356,151.925,152.123,142.347,150.641,245.588,148.734,100.02799999999999,147.243,93.68,146.937,298.618,146.40200000000002,80.678,145.47899999999998,280.972,145.577,225.61599999999999,144.773,304.872,158.615,75.875,156.422,239.782,155.53799999999998,231.391,156.266,163.689,153.907,254.915,153.502,207.106,153.17,263.132,151.594,288.664,186.899,277.445,185.514,97.13799999999999,184.075,116.084,182.889,299.851,182.304,254.737,181.697,51.617,182.502,93.334,195.49,103.333,194.115,74.28399999999999,193.498,124.787,192.23,261.28,188.65200000000002,67.584,200.604,146.78,199.106,136.239,198.43900000000002,321.10900000000004,180.202,59.123999999999995,132.316,,,,,,,,,,,,
315.75,1263.0,,256.311,101.89200000000001,280.768,94.73899999999999,133.14700000000002,95.209,231.995,118.15799999999999,91.162,118.181,196.953,114.366,218.94099999999997,111.95299999999999,86.155,112.135,278.909,130.981,154.304,128.388,126.90700000000001,127.846,245.237,126.91,237.49099999999999,125.094,139.29,123.586,216.365,123.053,103.109,164.002,63.848,163.863,148.106,163.483,126.096,162.555,110.94,162.44799999999998,87.885,160.127,121.726,169.18200000000002,241.37099999999998,166.785,290.926,166.16099999999997,154.63299999999998,175.708,107.3,175.382,114.531,173.957,49.902,174.463,145.101,173.093,34.938,171.675,300.997,171.308,228.838,171.142,280.518,179.622,232.282,180.392,226.227,179.75900000000001,149.689,179.6,86.9,178.71599999999998,61.025,179.03599999999997,130.64,177.998,305.69,177.395,72.792,176.88299999999998,274.073,175.80599999999998,204.91400000000002,137.583,236.984,135.809,88.695,136.126,255.41299999999998,134.93,159.923,133.066,272.731,144.09799999999998,160.644,143.931,111.331,143.901,293.363,141.90200000000002,127.715,142.72799999999998,220.852,141.342,151.922,152.154,142.381,150.641,245.584,148.709,100.051,147.275,93.70700000000001,146.94299999999998,298.60200000000003,146.42,80.69,145.482,280.994,145.571,225.63,144.781,304.86,158.611,75.876,156.412,239.8,155.534,231.377,156.274,163.69299999999998,153.90200000000002,254.92,153.503,207.113,153.18,263.14599999999996,151.572,288.661,186.89700000000002,277.404,185.541,97.162,184.071,116.01700000000001,182.923,299.85900000000004,182.327,254.75,181.68,51.614,182.512,93.334,195.489,103.381,194.065,74.27199999999999,193.49200000000002,124.79299999999999,192.233,261.276,188.65599999999998,67.58800000000001,200.604,146.779,199.13299999999998,136.241,198.438,320.925,180.28599999999997,58.443999999999996,132.705,,,,,,,,,,,,
316.0,1264.0,,256.314,101.882,280.789,94.743,133.109,95.198,231.956,118.081,91.155,118.17399999999999,196.979,114.37799999999999,218.94099999999997,111.958,86.171,112.132,278.91200000000003,130.987,154.31,128.359,126.895,127.854,245.24599999999998,126.90700000000001,237.459,125.07799999999999,139.239,123.59100000000001,216.34799999999998,123.04,103.104,163.99599999999998,63.856,163.868,148.129,163.476,126.072,162.542,110.986,162.442,87.87700000000001,160.12,121.726,169.21,241.364,166.78400000000002,290.92,166.16299999999998,154.637,175.678,107.295,175.361,114.53399999999999,173.947,49.915,174.453,145.086,173.123,34.919000000000004,171.683,300.972,171.313,228.989,171.273,280.527,179.69400000000002,232.28799999999998,180.389,226.229,179.769,149.71200000000002,179.61700000000002,86.911,178.71,61.027,179.02900000000002,130.672,178.015,305.671,177.395,72.80199999999999,176.885,274.066,175.81,204.954,137.639,237.02700000000002,135.83700000000002,88.711,136.126,255.41,134.933,159.912,133.095,272.73400000000004,144.11,160.631,143.953,111.32,143.90200000000002,293.362,141.891,127.735,142.741,220.831,141.345,151.89600000000002,152.13299999999998,142.458,150.643,245.602,148.672,100.10700000000001,147.279,93.76100000000001,146.935,298.603,146.429,80.675,145.52100000000002,280.997,145.582,225.658,144.79,304.855,158.60399999999998,75.882,156.39700000000002,239.81,155.535,231.40400000000002,156.293,163.7,153.894,254.917,153.511,207.125,153.19899999999998,263.207,151.559,288.66200000000003,186.9,277.37,185.585,97.18299999999999,184.058,116.001,182.925,299.86,182.34,254.752,181.673,51.615,182.517,93.334,195.484,103.449,193.98,74.26,193.486,124.805,192.238,261.277,188.655,67.58,200.611,146.759,199.145,136.197,198.46099999999998,320.95,180.269,59.473,131.982,,,,,,,,,,,,
316.25,1265.0,,256.337,101.88,280.778,94.738,133.129,95.22200000000001,231.859,118.096,91.147,118.22,196.96900000000002,114.363,218.92700000000002,111.945,86.163,112.131,278.905,130.996,154.312,128.364,126.89399999999999,127.85700000000001,245.245,126.9,237.421,125.089,139.224,123.581,216.36900000000003,123.061,103.052,163.99099999999999,63.86600000000001,163.882,148.129,163.47799999999998,126.061,162.513,111.03,162.429,87.865,160.11700000000002,121.73100000000001,169.21099999999998,241.36700000000002,166.753,290.906,166.169,154.657,175.65900000000002,107.319,175.387,114.57,173.968,49.918,174.452,145.083,173.102,34.872,171.678,300.965,171.329,228.977,171.24599999999998,280.519,179.736,232.118,180.514,226.232,179.783,149.7,179.61700000000002,86.927,178.715,61.015,179.02900000000002,130.80700000000002,178.079,305.682,177.39700000000002,72.833,176.887,274.064,175.817,204.938,137.596,237.123,135.805,88.696,136.121,255.40599999999998,134.94,159.889,133.113,272.735,144.11700000000002,160.565,143.991,111.31200000000001,143.904,293.341,141.909,127.73700000000001,142.75,220.81900000000002,141.384,151.864,152.127,142.519,150.665,245.613,148.661,100.09100000000001,147.304,93.829,146.946,298.599,146.44799999999998,80.67699999999999,145.509,280.988,145.584,225.67700000000002,144.815,304.853,158.60399999999998,75.876,156.401,239.815,155.535,231.358,156.29,163.688,153.9,254.916,153.5,207.11900000000003,153.201,263.149,151.57299999999998,288.66,186.90900000000002,277.35,185.613,97.199,184.049,115.949,182.949,299.877,182.368,254.75599999999997,181.66299999999998,51.61600000000001,182.521,93.322,195.47,103.446,193.987,74.252,193.47799999999998,124.816,192.24,261.286,188.65200000000002,67.568,200.628,146.764,199.118,136.151,198.481,320.89599999999996,180.25799999999998,59.0,132.0,,,,,,,,,,,,
316.5,1266.0,,256.362,101.85700000000001,280.767,94.73,133.134,95.27799999999999,231.769,118.07,91.161,118.242,196.956,114.359,218.93900000000002,111.95,86.178,112.12700000000001,278.89799999999997,131.018,154.296,128.311,126.89299999999999,127.86200000000001,245.22099999999998,126.88799999999999,237.423,125.07,139.218,123.564,216.373,123.064,103.023,163.982,63.872,163.85299999999998,148.145,163.487,126.066,162.507,111.039,162.407,87.852,160.114,121.73,169.21400000000003,241.37900000000002,166.75,290.903,166.175,154.688,175.678,107.333,175.44,114.56299999999999,173.952,49.931999999999995,174.451,145.1,173.127,34.812,171.66,300.964,171.34099999999998,228.975,171.271,280.53,179.888,232.11700000000002,180.503,226.201,179.77900000000002,149.683,179.613,86.868,178.72400000000002,61.021,179.007,130.829,178.083,305.687,177.421,72.882,176.90400000000002,274.052,175.817,204.93900000000002,137.577,237.123,135.81,88.69,136.115,255.395,134.94799999999998,159.88,133.08700000000002,272.738,144.126,160.51,144.045,111.319,143.906,293.35900000000004,141.929,127.70700000000001,142.782,220.813,141.391,151.813,152.118,142.47799999999998,150.62,245.614,148.67700000000002,100.101,147.304,93.802,146.938,298.59,146.457,80.681,145.516,281.012,145.58100000000002,225.672,144.822,304.851,158.606,75.88600000000001,156.388,239.81099999999998,155.54,231.393,156.33,163.688,153.877,254.91299999999998,153.501,207.109,153.189,263.002,151.619,288.676,186.907,277.345,185.646,97.21700000000001,184.037,115.881,182.99,299.867,182.37599999999998,254.76,181.672,51.631,182.528,93.314,195.5,103.475,193.952,74.252,193.47,124.825,192.235,261.295,188.64700000000002,67.554,200.641,146.775,199.139,136.049,198.543,320.97,180.11900000000003,59.489,131.645,,,,,,,,,,,,
