TimesH,Frame,NoMissing,61,61,63,63,74,74,78,78,79,79,126,126,129,129,135,135,139,139,140,140,141,141,150,150,161,161,165,165,178,178,181,181,184,184,189,189,211,211,215,215,219,219,220,220,223,223,229,229,234,234,235,235,236,236,245,245,263,263,271,271,282,282,284,284,292,292,300,300,311,311,319,319,322,322,326,326,328,328,330,330,351,351,356,356,363,363,367,367,500,500,515,515,524,524,542,542,564,564,572,572,622,622,708,708,958,958
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
4.5,18.0,,128.19,51.891000000000005,240.90099999999998,51.613,182.24400000000003,55.481,212.084,57.873000000000005,255.505,58.629,255.734,79.296,133.06799999999998,79.594,117.12700000000001,83.81299999999999,86.29299999999999,84.554,137.965,84.99799999999999,186.891,83.973,101.587,87.59100000000001,246.666,91.69200000000001,237.139,93.225,143.822,97.553,54.516999999999996,99.488,182.545,99.346,277.848,100.711,93.25399999999999,107.665,120.662,107.584,252.69099999999997,109.759,272.07099999999997,111.33,235.11900000000003,110.805,102.617,113.555,55.145,114.583,248.734,114.965,219.521,115.09,110.781,119.191,92.914,125.053,38.723,127.125,249.68099999999998,131.18200000000002,88.75200000000001,132.512,65.097,137.33700000000002,266.03,139.308,92.36,140.69799999999998,258.67,144.43,89.639,146.296,245.17700000000002,145.871,49.781000000000006,146.99200000000002,34.007,150.365,,,235.50900000000001,152.25799999999998,49.071000000000005,155.851,261.64099999999996,156.47799999999998,230.072,8.465,96.785,14.690999999999999,188.81,15.806,116.507,24.351,68.666,71.369,224.521,103.161,229.113,115.18,197.62099999999998,84.92200000000001,,
4.75,19.0,,128.24,51.913999999999994,240.89700000000002,51.647,182.252,55.422,212.22,57.926,255.59,58.626000000000005,255.76,79.26,133.047,79.602,116.98100000000001,83.781,86.2,84.421,137.97899999999998,84.994,186.915,83.955,101.475,87.75,246.68400000000003,91.844,237.123,93.213,143.77200000000002,97.535,54.508,99.48,182.597,99.18,277.844,100.751,93.193,107.647,120.426,107.339,252.726,109.73299999999999,272.259,111.29899999999999,235.148,110.81200000000001,102.652,113.48700000000001,55.012,114.61,248.78900000000002,115.0,219.65099999999998,115.20100000000001,110.729,118.96600000000001,92.95700000000001,125.001,38.692,127.09899999999999,249.645,131.21,88.54299999999999,132.401,64.977,137.40200000000002,265.884,139.19,92.319,140.59799999999998,258.70799999999997,144.374,89.63,146.452,245.252,145.78799999999998,49.696000000000005,146.971,33.873000000000005,150.05200000000002,,,235.85299999999998,151.869,49.05,155.66899999999998,261.561,156.379,230.12099999999998,8.43,96.72,14.630999999999998,188.82299999999998,15.748,116.204,24.39,68.589,71.311,224.61,103.016,229.077,115.13,197.231,84.911,,
5.0,20.0,,128.264,51.903,240.963,51.669,182.27599999999998,55.411,212.171,57.858999999999995,255.985,58.754,255.761,79.225,133.058,79.612,117.03299999999999,83.77799999999999,86.052,84.324,137.958,85.041,186.905,83.971,101.448,87.685,246.748,91.934,237.204,93.197,143.739,97.522,54.501999999999995,99.494,182.764,98.95,277.839,100.78,93.04,107.619,120.306,107.07799999999999,252.84799999999998,109.70299999999999,272.272,111.35799999999999,235.25400000000002,110.884,102.634,113.463,54.998999999999995,114.506,248.77,114.96600000000001,219.59400000000002,115.073,110.706,118.887,92.93700000000001,125.073,38.683,127.021,249.65900000000002,131.248,88.462,132.205,64.939,137.416,266.031,139.306,92.309,140.502,258.72900000000004,144.309,89.725,146.876,245.077,145.66299999999998,49.672,146.855,34.054,150.34,,,236.05599999999998,151.378,49.0,155.69799999999998,261.627,156.31,230.077,8.39,96.757,14.75,188.74900000000002,15.716,116.185,24.304000000000002,68.617,71.303,224.622,102.927,228.935,115.071,197.438,84.973,,
5.25,21.0,,128.261,51.906000000000006,241.076,51.67,182.264,55.316,212.16099999999997,57.85,256.1,58.803999999999995,255.813,79.222,133.079,79.60600000000001,117.01299999999999,83.76700000000001,85.93700000000001,84.24600000000001,137.955,85.12,186.96,83.934,101.37799999999999,87.65799999999999,246.718,91.848,237.321,93.225,143.71,97.458,54.48,99.50399999999999,182.733,98.73899999999999,277.883,100.865,93.027,107.60600000000001,120.149,106.854,252.862,109.696,272.243,111.333,235.183,110.697,102.617,113.45700000000001,55.004,114.321,248.865,114.902,219.71099999999998,115.255,110.57799999999999,118.656,92.95700000000001,125.094,38.715,126.97399999999999,249.66,131.329,88.302,132.106,64.869,137.408,265.96299999999997,139.408,92.219,140.505,258.789,144.373,89.596,146.606,245.09799999999998,145.664,49.661,146.80700000000002,33.945,150.19899999999998,,,236.213,151.311,48.95399999999999,155.514,261.589,156.33,230.08,8.392000000000001,96.742,14.565,188.87099999999998,15.727,116.28200000000001,24.141,68.578,71.31,224.889,102.883,228.91099999999997,115.14,197.04,84.829,,
5.5,22.0,,128.278,51.87,241.074,51.676,182.25099999999998,55.31,212.174,57.849,256.371,58.93600000000001,255.842,79.183,133.078,79.613,117.10700000000001,83.73299999999999,85.79700000000001,84.23299999999999,137.941,85.098,186.96900000000002,83.884,101.363,87.646,246.59900000000002,91.87200000000001,237.412,93.249,143.67600000000002,97.51799999999999,54.481,99.47399999999999,182.62900000000002,98.57700000000001,277.941,100.912,93.039,107.64,120.11,106.71799999999999,252.982,109.70299999999999,272.18,111.34299999999999,235.227,110.486,102.56299999999999,113.491,54.823,114.319,248.945,114.868,219.894,115.324,110.625,118.64200000000001,92.928,125.087,38.673,126.932,249.699,131.32,88.27799999999999,132.059,64.71600000000001,137.569,266.218,139.498,92.21799999999999,140.438,258.725,144.344,89.522,146.471,245.16,145.675,49.644,146.691,33.766999999999996,149.869,290.19,152.88299999999998,235.954,151.525,48.949,155.249,261.507,156.387,230.053,8.351,96.743,14.651,188.833,15.695,115.885,24.076999999999998,68.681,71.256,224.842,102.723,228.905,115.28399999999999,197.613,84.99,,
5.75,23.0,,128.278,51.96,241.123,51.626000000000005,182.25900000000001,55.262,212.239,57.836999999999996,256.395,58.891999999999996,255.845,79.245,133.106,79.574,117.12899999999999,83.713,85.675,84.249,137.97299999999998,85.10600000000001,187.016,83.845,101.34200000000001,87.59100000000001,246.421,91.994,237.493,93.238,143.649,97.50200000000001,54.506,99.48,,,277.94,100.93,93.163,107.633,120.12299999999999,106.792,253.00599999999997,109.728,272.147,111.31700000000001,235.331,110.292,102.616,113.48,54.713,114.271,248.93900000000002,114.93,219.81799999999998,115.154,110.40899999999999,118.20700000000001,92.884,125.07,38.689,126.87200000000001,249.644,131.33,88.17200000000001,131.94299999999998,64.755,137.46200000000002,266.084,139.347,92.182,140.403,258.677,144.266,89.339,146.342,245.169,145.735,49.604,146.86700000000002,33.826,149.701,290.116,152.91299999999998,235.89700000000002,151.487,48.925,155.239,261.42900000000003,156.33700000000002,230.013,8.318,96.709,14.547,188.81900000000002,15.687000000000001,115.85600000000001,24.129,68.683,71.251,224.829,102.726,228.864,115.39,197.615,84.978,,
6.0,24.0,,128.3,52.049,241.112,51.631,182.25799999999998,55.218999999999994,212.175,57.681000000000004,256.42400000000004,58.846000000000004,255.799,79.192,133.111,79.556,117.116,83.66799999999999,85.59299999999999,84.221,137.967,85.134,186.989,83.839,101.40799999999999,87.425,246.25099999999998,91.963,237.52700000000002,93.27,143.63,97.443,54.489,99.535,,,277.931,101.0,93.146,107.625,120.115,106.80799999999999,253.08900000000003,109.68299999999999,272.04400000000004,111.27799999999999,235.86,110.304,102.57700000000001,113.44,54.78,114.22,248.988,114.91799999999999,219.9,114.90100000000001,110.43700000000001,118.053,92.934,125.016,38.77,126.815,249.705,131.313,88.064,131.888,64.736,137.474,265.888,139.289,92.119,140.409,258.663,144.26,89.292,146.399,245.34900000000002,145.793,49.534,146.812,33.898,149.821,,,235.84400000000002,151.511,48.847,154.924,261.414,156.295,229.96200000000002,8.28,96.677,14.448,188.899,15.662,115.632,24.162,68.65899999999999,71.16199999999999,224.83599999999998,102.71,228.815,115.49700000000001,197.558,84.93299999999999,,
6.25,25.0,,128.298,51.99100000000001,241.15200000000002,51.711999999999996,182.253,55.151,212.123,57.61600000000001,256.33099999999996,58.735,255.81900000000002,79.164,133.089,79.558,117.10700000000001,83.68,85.571,84.302,137.967,85.14,187.016,83.822,101.25399999999999,87.50200000000001,246.301,91.978,237.528,93.31700000000001,143.608,97.305,54.453,99.505,,,277.928,101.00200000000001,93.073,107.646,120.101,106.771,253.172,109.691,271.818,111.26,235.92700000000002,110.22399999999999,102.57700000000001,113.426,54.88,114.277,248.963,114.87700000000001,219.825,114.522,110.351,117.83,92.935,124.99600000000001,38.785,126.7,249.649,131.38,87.95299999999999,131.825,64.693,137.488,265.957,139.436,92.095,140.35299999999998,258.719,144.226,89.208,146.346,245.32,145.81799999999998,49.555,146.72299999999998,33.99,149.876,,,235.717,151.52100000000002,48.845,155.037,261.388,156.296,229.90400000000002,8.257,96.712,14.478,188.933,15.583,115.714,24.055,68.646,71.218,224.907,102.602,228.833,115.448,197.795,84.99,,
6.5,26.0,,128.336,51.946000000000005,241.18,51.678999999999995,182.267,55.131,212.11700000000002,57.608000000000004,256.26599999999996,58.638000000000005,255.8,79.112,133.064,79.577,117.079,83.648,85.501,84.24799999999999,137.958,85.116,187.055,83.819,101.344,87.37700000000001,246.378,91.836,237.53799999999998,93.29299999999999,143.6,97.277,54.48,99.492,,,277.935,101.006,92.964,107.698,120.079,106.765,253.195,109.635,271.647,111.35799999999999,236.014,110.22399999999999,102.521,113.42,54.869,114.15299999999999,248.826,114.90299999999999,219.845,114.62299999999999,110.23100000000001,117.647,92.95700000000001,124.976,38.826,126.734,249.575,131.436,87.964,131.76,64.691,137.43,265.89799999999997,139.394,92.101,140.276,258.762,144.238,89.195,146.189,245.345,145.92700000000002,49.53,146.714,33.921,149.889,,,235.997,151.225,48.708,154.66,261.241,156.221,229.882,8.225,96.70299999999999,14.383,188.945,15.379000000000001,115.586,24.156999999999996,68.646,71.211,224.955,102.613,228.907,115.353,198.053,85.051,,
6.75,27.0,,128.293,51.928999999999995,241.178,51.731,182.27,55.111000000000004,212.12400000000002,57.538000000000004,256.177,58.551,255.84900000000002,79.133,133.042,79.566,117.009,83.647,85.54,84.31200000000001,137.95,85.137,187.05900000000003,83.791,101.303,87.382,246.636,91.65100000000001,237.502,93.361,143.621,97.25399999999999,54.56,99.53,179.16099999999997,95.07700000000001,277.927,100.96799999999999,92.912,107.72,120.09100000000001,106.728,253.165,109.561,271.725,111.331,236.17700000000002,110.25,102.514,113.421,54.943999999999996,114.182,248.81900000000002,114.92399999999999,219.77700000000002,114.37,110.20299999999999,117.662,92.866,124.85799999999999,38.777,126.706,249.614,131.431,87.992,131.759,64.639,137.422,265.965,139.483,92.074,140.231,258.67900000000003,144.214,89.148,146.21,245.36900000000003,145.941,49.446000000000005,146.67,33.895,149.869,,,235.855,151.30700000000002,48.698,154.672,261.33799999999997,156.274,229.935,8.259,96.74700000000001,14.380999999999998,188.97400000000002,15.415,115.759,24.123,68.642,71.218,224.965,102.552,228.89,115.302,198.003,85.008,,
7.0,28.0,,128.322,51.981,241.173,51.744,182.287,55.1,212.19299999999998,57.603,256.17400000000004,58.403,255.894,79.169,133.046,79.569,116.988,83.662,85.56299999999999,84.281,137.965,85.116,186.972,83.833,101.175,87.34299999999999,246.372,91.994,237.515,93.43,143.662,97.245,54.647,99.53200000000001,179.4,94.915,277.835,100.92299999999999,92.929,107.66799999999999,120.088,106.647,253.21200000000002,109.501,271.737,111.334,236.07299999999998,110.211,102.494,113.49700000000001,54.869,114.15899999999999,248.855,114.92399999999999,219.767,114.156,110.149,117.47200000000001,92.896,124.86,38.775,126.686,249.632,131.361,87.87799999999999,131.705,64.602,137.409,266.186,139.64700000000002,92.05,140.19299999999998,258.694,144.247,89.196,146.58100000000002,245.457,145.969,49.413999999999994,146.379,33.954,149.959,,,235.918,151.257,48.68899999999999,154.773,261.471,156.33700000000002,229.898,8.302999999999999,96.76100000000001,14.231,189.00799999999998,15.399000000000001,115.822,24.044,68.743,71.195,224.89700000000002,102.463,228.919,115.206,197.919,84.948,,
7.25,29.0,,128.376,52.012,241.236,51.738,182.29,55.043,212.215,57.583999999999996,256.16,58.443999999999996,255.959,79.131,133.017,79.553,116.898,83.59700000000001,85.531,84.166,137.97799999999998,85.086,186.96200000000002,83.84,101.24700000000001,87.32,245.96,92.2,237.38400000000001,93.43299999999999,143.624,97.175,54.695,99.56299999999999,179.435,94.796,277.829,100.949,92.96600000000001,107.65,120.064,106.586,253.274,109.46600000000001,271.709,111.291,236.12400000000002,110.18,102.51100000000001,113.48,54.818000000000005,114.023,248.94799999999998,114.904,219.875,114.236,110.14,117.484,92.90700000000001,124.848,38.769,126.575,249.67700000000002,131.342,87.87799999999999,131.711,64.593,137.38,266.33099999999996,139.543,92.0,140.183,258.719,144.237,89.19,146.785,245.50799999999998,145.846,49.422,146.358,34.064,150.089,,,235.851,151.369,48.617,154.678,261.52099999999996,156.22799999999998,229.951,8.274,96.756,14.273,189.06400000000002,15.43,115.925,24.017,68.73,71.179,224.963,102.449,228.894,115.363,198.49,84.99,,
7.5,30.0,,128.43200000000002,51.989,241.269,51.721000000000004,182.28400000000002,55.05,212.263,57.544,256.115,58.368,256.041,79.175,133.035,79.541,116.946,83.589,85.473,84.079,137.988,85.065,187.02200000000002,83.75399999999999,101.184,87.285,245.783,92.198,237.338,93.446,143.566,97.133,54.75,99.544,179.424,94.749,277.876,100.961,92.866,107.59,120.07600000000001,106.62100000000001,253.357,109.514,271.526,111.272,236.109,110.26799999999999,102.49700000000001,113.48100000000001,54.821999999999996,114.009,248.923,114.885,219.82299999999998,114.01700000000001,110.09899999999999,117.413,92.89200000000001,124.82700000000001,38.74,126.59200000000001,249.683,131.351,87.928,131.642,64.547,137.45600000000002,266.249,139.48,92.005,140.165,258.735,144.293,89.259,146.421,245.57,145.822,49.477,146.38,34.175,150.126,,,235.95,151.244,48.537,154.533,261.494,156.211,229.986,8.279,96.70100000000001,14.148,189.04,15.444,115.404,24.093000000000004,68.682,71.21,225.051,102.488,228.77900000000002,115.45200000000001,198.524,85.021,,
7.75,31.0,,128.414,51.982,241.30200000000002,51.727,182.28900000000002,55.09,212.34400000000002,57.606,256.057,58.328,256.077,79.194,132.983,79.458,116.944,83.556,85.398,84.00200000000001,137.994,85.074,187.049,83.689,101.25399999999999,87.26299999999999,245.886,92.23200000000001,237.299,93.45700000000001,143.542,97.10799999999999,54.713,99.566,179.535,94.719,277.893,100.96,92.89399999999999,107.56,120.094,106.59299999999999,253.352,109.505,271.529,111.256,236.23,110.135,102.44200000000001,113.45200000000001,54.782,113.947,249.041,114.87100000000001,219.74099999999999,113.814,110.039,117.314,92.882,124.851,38.733000000000004,126.52799999999999,249.72,131.441,87.87200000000001,131.588,64.36399999999999,137.6,266.223,139.363,91.92,140.171,258.781,144.328,89.306,147.037,245.524,145.815,49.452,146.375,34.209,150.132,,,235.828,151.528,48.465,154.27,261.498,156.168,230.016,8.267999999999999,96.695,14.338,189.09900000000002,15.484000000000002,115.439,24.11,68.686,71.282,224.95,102.40899999999999,228.795,115.395,198.715,84.979,,
8.0,32.0,,128.386,51.835,241.293,51.743,182.297,55.043,212.388,57.512,256.07599999999996,58.379,256.124,79.26100000000001,133.01,79.513,116.889,83.552,85.24,83.93799999999999,137.99,85.06,186.967,83.67299999999999,101.22,87.244,245.918,92.14299999999999,237.269,93.444,143.539,97.066,54.637,99.56200000000001,179.533,94.67299999999999,277.916,100.96600000000001,92.874,107.54700000000001,120.065,106.65799999999999,253.40400000000002,109.477,271.633,111.27,236.12099999999998,110.115,102.40799999999999,113.48100000000001,54.692,113.865,248.99200000000002,114.883,219.75900000000001,113.775,110.025,117.279,92.86200000000001,124.839,38.803000000000004,126.367,249.72099999999998,131.488,87.76100000000001,131.654,64.215,137.688,266.422,139.44799999999998,91.898,140.172,258.797,144.33,89.33,146.57399999999998,245.472,145.878,49.46,146.265,34.268,150.105,289.969,152.947,236.097,151.358,48.458,154.439,261.54400000000004,155.988,230.021,8.226,96.706,14.261,189.15,15.499,115.152,24.147,68.66199999999999,71.252,224.976,102.383,228.988,115.339,198.78400000000002,84.98899999999999,,
8.25,33.0,,128.472,51.847,241.262,51.773999999999994,182.30900000000003,55.013999999999996,212.435,57.613,256.098,58.35,256.12,79.292,132.981,79.47399999999999,116.83,83.53,85.181,83.912,137.983,85.095,186.993,83.601,101.133,87.251,246.03599999999997,92.189,237.351,93.48899999999999,143.459,96.978,54.717,99.45100000000001,179.31599999999997,94.71799999999999,277.918,100.99600000000001,92.81700000000001,107.542,120.009,106.616,253.52900000000002,109.59200000000001,271.743,111.21,236.051,110.154,102.383,113.464,54.626000000000005,113.775,249.023,114.83,219.833,113.845,110.01700000000001,117.219,92.884,124.86200000000001,38.726,126.34299999999999,249.638,131.497,87.821,131.597,64.12,137.707,266.26,139.371,91.955,140.125,258.782,144.329,89.338,147.497,245.578,145.88299999999998,49.422,146.283,34.253,150.094,290.03700000000003,152.85399999999998,236.173,151.278,48.461000000000006,154.319,261.436,156.024,229.917,8.235,96.757,14.437999999999999,189.25900000000001,15.587,114.71,24.055,68.60300000000001,71.238,224.908,102.36,228.83599999999998,115.446,198.829,84.977,,
8.5,34.0,,128.481,51.931999999999995,241.315,51.791000000000004,182.326,55.056000000000004,212.424,57.622,256.068,58.358000000000004,256.14,79.297,132.914,79.372,116.84,83.494,85.148,83.914,137.968,85.04299999999999,186.99900000000002,83.56299999999999,101.115,87.274,246.017,92.256,237.351,93.43799999999999,143.406,96.848,54.753,99.494,179.66,94.541,277.957,100.975,92.699,107.51799999999999,119.958,106.541,253.609,109.60799999999999,271.731,111.18700000000001,236.00799999999998,110.09200000000001,102.439,113.429,54.556000000000004,113.773,248.988,114.867,219.732,113.62200000000001,110.02799999999999,117.229,92.902,124.836,38.729,126.26899999999999,249.675,131.498,87.775,131.545,63.99100000000001,137.741,266.243,139.31799999999998,91.945,140.096,258.721,144.282,89.28399999999999,146.715,245.66099999999997,145.86,49.39,146.172,34.309,150.05,290.022,152.827,236.25400000000002,151.22,48.409,153.976,261.4,155.99,229.835,8.213,96.772,14.434000000000001,189.26,15.539000000000001,114.916,24.005,68.57600000000001,71.34,224.968,102.383,228.797,115.53200000000001,198.829,85.04299999999999,,
8.75,35.0,,128.467,51.958,241.34099999999998,51.762,182.33900000000003,55.083,212.373,57.629,256.08099999999996,58.43,256.068,79.202,132.938,79.352,116.78399999999999,83.48100000000001,85.065,83.838,137.958,85.025,187.016,83.609,101.09,87.265,246.00900000000001,92.223,237.365,93.49700000000001,143.406,96.772,54.79,99.568,179.544,94.54899999999999,277.916,100.97,92.714,107.505,119.897,106.46600000000001,253.577,109.587,271.722,111.227,236.102,110.045,102.46700000000001,113.436,54.57899999999999,113.87799999999999,249.07,114.898,219.96,113.89,110.041,117.20200000000001,92.883,124.84100000000001,38.806999999999995,126.29299999999999,249.67700000000002,131.505,87.699,131.537,63.916000000000004,137.716,266.165,139.325,91.93799999999999,140.071,258.788,144.27100000000002,89.289,146.822,245.68599999999998,145.775,49.333,146.127,34.352,150.121,290.069,152.732,236.12599999999998,151.241,48.473,154.092,261.529,156.02,229.947,8.246,96.82,14.345,189.282,15.536,114.67299999999999,23.985,68.562,71.363,225.013,102.459,228.937,115.536,198.85,84.94,,
9.0,36.0,,128.43,51.808,241.42700000000002,51.717,182.34099999999998,55.103,212.37400000000002,57.611999999999995,256.082,58.32899999999999,256.096,79.138,132.892,79.324,116.773,83.475,84.837,83.735,137.936,84.988,187.09,83.505,101.014,87.242,245.87400000000002,92.32600000000001,237.158,93.51799999999999,143.372,96.691,54.735,99.57799999999999,179.61900000000003,94.53200000000001,277.875,100.947,92.67299999999999,107.49,119.94200000000001,106.448,253.62900000000002,109.65700000000001,271.699,111.14399999999999,236.12,110.09700000000001,102.448,113.425,54.592,113.891,249.02900000000002,114.929,219.81,113.72200000000001,109.98299999999999,117.15100000000001,92.89,124.81299999999999,38.793,126.275,249.73,131.528,87.79,131.52,63.916000000000004,137.697,266.11400000000003,139.241,91.96799999999999,140.013,258.777,144.191,89.25,146.639,245.743,145.792,49.312,146.076,34.338,150.10399999999998,289.91200000000003,152.891,236.262,151.11700000000002,48.423,153.876,261.536,156.026,229.93,8.246,96.77600000000001,14.164000000000001,189.372,15.550999999999998,114.897,23.941,68.55,71.393,225.081,102.53,228.92700000000002,115.54,198.989,84.844,,
9.25,37.0,,128.512,51.975,241.44400000000002,51.7,182.356,55.137,212.42,57.593999999999994,256.131,58.476000000000006,256.133,79.134,132.871,79.314,116.779,83.40100000000001,84.598,83.68799999999999,137.923,85.00299999999999,187.055,83.476,101.01899999999999,87.242,245.96900000000002,92.196,237.19799999999998,93.505,143.379,96.615,54.71,99.574,179.662,94.44,277.921,100.90299999999999,92.854,107.53200000000001,119.96,106.425,253.692,109.721,271.572,111.161,236.232,110.085,102.42299999999999,113.45,54.61,113.84299999999999,249.042,114.876,219.606,113.478,109.96,117.165,92.915,124.85,38.82,126.23,249.722,131.517,87.699,131.487,63.821000000000005,137.75,266.26099999999997,139.18200000000002,91.97,140.003,258.74,144.14600000000002,89.22,146.715,245.7,145.839,49.216,146.155,34.153,149.93,289.932,152.779,236.347,151.07399999999998,48.471000000000004,153.899,261.434,155.995,229.877,8.234,96.77,14.27,189.405,15.535,114.884,23.941999999999997,68.595,71.259,225.112,102.523,228.78599999999997,115.55799999999999,199.14,84.84,,
9.5,38.0,,128.537,52.016000000000005,241.46099999999998,51.638000000000005,182.36900000000003,55.11600000000001,212.385,57.548,256.191,58.486999999999995,256.123,79.124,132.904,79.363,116.79,83.45100000000001,84.506,83.616,137.92700000000002,85.015,187.043,83.471,100.936,87.29,245.97400000000002,92.225,237.35299999999998,93.475,143.349,96.57,54.751999999999995,99.53399999999999,179.774,94.439,277.897,100.85,92.867,107.5,119.89,106.337,253.697,109.63600000000001,271.59,111.20100000000001,236.14,110.084,102.429,113.48200000000001,54.492,113.883,249.082,114.89200000000001,219.66099999999997,113.45100000000001,109.90299999999999,117.18799999999999,92.87100000000001,124.848,38.791,126.208,249.68599999999998,131.536,87.59299999999999,131.486,63.798,137.829,266.228,139.227,91.931,140.017,258.73400000000004,144.118,89.179,146.688,245.696,145.781,49.238,146.261,34.139,149.98,289.846,152.967,236.31599999999997,151.079,48.476000000000006,153.983,261.23400000000004,155.989,229.89700000000002,8.207,96.756,14.167,189.27,15.63,114.861,23.991,68.611,71.365,225.03900000000002,102.541,228.644,115.515,199.127,84.721,,
9.75,39.0,,128.586,52.006,241.50099999999998,51.621,182.36700000000002,55.129,212.43200000000002,57.497,256.168,58.458,256.036,79.107,132.882,79.365,116.765,83.488,84.432,83.57799999999999,137.93200000000002,85.035,187.105,83.368,100.943,87.225,245.95,92.255,237.257,93.50399999999999,143.35399999999998,96.56299999999999,54.736999999999995,99.584,179.609,94.456,277.9,100.82700000000001,92.86399999999999,107.506,119.852,106.281,253.708,109.63600000000001,271.557,111.14299999999999,236.179,110.055,102.413,113.421,54.457,113.882,249.111,114.90899999999999,219.82,113.60700000000001,109.932,117.16,92.829,124.85,38.823,126.16,249.622,131.505,87.49799999999999,131.441,63.81399999999999,137.803,266.241,139.266,91.95200000000001,140.02200000000002,258.772,144.154,89.20200000000001,146.578,245.673,145.778,49.218,146.157,34.172,149.94,289.649,153.205,236.34400000000002,151.035,48.472,154.077,261.235,156.142,229.94799999999998,8.181000000000001,96.85799999999999,14.329,189.248,15.526,114.82799999999999,24.087,68.65899999999999,71.38600000000001,224.953,102.478,228.595,115.524,199.236,84.68700000000001,,
10.0,40.0,,128.428,51.93600000000001,241.52,51.611999999999995,182.389,55.174,212.41400000000002,57.501000000000005,256.135,58.342,256.123,79.135,132.869,79.296,116.719,83.514,84.171,83.50299999999999,137.909,84.993,187.097,83.36200000000001,101.04799999999999,87.163,245.908,92.29799999999999,237.213,93.54,143.375,96.527,54.715,99.656,179.665,94.36200000000001,277.889,100.852,92.838,107.49700000000001,119.84,106.322,253.77900000000002,109.637,271.642,111.19,236.112,110.075,102.42200000000001,113.434,54.441,113.89399999999999,249.15599999999998,114.90700000000001,219.703,113.412,109.89200000000001,117.13600000000001,92.81,124.794,38.801,126.113,249.641,131.543,87.42399999999999,131.517,63.894,137.789,266.316,139.327,91.915,140.062,258.763,144.095,89.185,146.547,245.61700000000002,145.796,49.159,146.222,34.192,149.966,289.54,153.469,236.395,151.037,48.423,153.845,261.236,156.093,229.977,8.204,96.885,14.253,189.293,15.53,114.84200000000001,24.086,68.649,71.41199999999999,224.99099999999999,102.44,228.709,115.6,199.416,84.735,,
10.25,41.0,,128.34,51.918,241.525,51.506,182.408,55.214,212.31599999999997,57.361999999999995,255.882,58.271,256.21,79.12899999999999,132.835,79.259,116.70100000000001,83.51100000000001,84.152,83.53399999999999,137.936,84.994,187.12,83.31299999999999,100.994,87.15899999999999,245.89700000000002,92.427,237.245,93.507,143.374,96.439,54.735,99.65899999999999,179.747,94.294,277.89,100.84299999999999,92.90700000000001,107.53399999999999,119.791,106.323,253.856,109.677,271.704,111.245,236.09799999999998,110.11399999999999,102.444,113.45100000000001,54.391999999999996,113.999,249.09599999999998,114.90299999999999,219.747,113.43799999999999,109.818,117.081,92.796,124.76,38.774,126.126,249.665,131.546,87.429,131.548,63.951,137.779,266.18,139.144,91.945,140.035,258.772,144.06,89.171,146.516,245.541,145.796,49.11600000000001,145.969,34.3,150.02,289.613,153.329,236.476,150.88299999999998,48.46,153.82299999999998,261.181,156.135,229.888,8.222999999999999,96.823,14.113,189.354,15.533,114.895,24.069000000000003,68.627,71.342,224.967,102.405,228.65099999999998,115.65100000000001,199.428,84.648,,
